monthly_txn_count,avg_txn_amount_usd,wallet_balance_trend,airtime_recharge_freq,airtime_avg_amount_usd,has_savings_account,savings_consistency_score,monthly_savings_usd,has_prior_loan,prior_loan_repayment_rate,days_late_avg,network_diversity_score,bill_payment_regularity,merchant_payment_count,loan_amount_requested_usd,loan_duration_weeks,txn_intensity,savings_commitment_ratio,airtime_stability,no_prior_loan_flag
31,20.84,0.373,15,1.8,1,83.0,17.13,1,0.834,2.8,29.0,87.0,7,409.01,8,10.6874,0.7843,0.1125,0
19,64.68,1.968,13,3.14,0,14.0,0.0,1,0.979,34.2,11.0,26.0,7,637.76,12,12.5365,0.0,0.2243,0
18,93.73,0.663,14,2.41,0,4.0,0.0,0,,,47.0,74.0,5,117.12,8,13.4002,0.0,0.1607,1
15,136.53,-0.617,23,2.64,0,4.0,0.0,0,,,63.0,57.0,6,130.0,4,13.6518,0.0,0.11,1
14,92.53,0.265,15,3.76,0,1.0,0.0,0,,,32.0,75.0,2,137.38,52,12.2899,0.0,0.235,1
31,174.95,0.414,23,3.41,1,61.0,28.82,1,0.951,0.5,24.0,57.0,12,137.24,12,17.9185,0.1638,0.1421,0
29,117.56,-0.16,25,4.27,1,71.0,24.23,1,0.834,26.9,66.0,55.0,8,163.74,8,16.2421,0.2044,0.1642,0
26,109.17,0.087,25,4.73,0,16.0,0.0,1,0.938,1.3,37.0,63.0,10,493.81,4,15.4971,0.0,0.1819,0
13,81.4,0.912,17,4.66,1,55.0,44.12,1,0.833,5.8,69.0,69.0,4,159.51,8,11.6424,0.5354,0.2589,0
14,62.03,0.872,15,1.78,1,22.0,20.49,0,,,45.0,78.0,8,152.37,4,11.2211,0.3251,0.1112,1
12,46.94,0.531,7,4.77,1,63.0,17.25,1,0.877,2.9,48.0,43.0,4,128.35,8,9.9262,0.3598,0.5962,0
24,134.89,0.303,18,5.29,1,38.0,30.81,1,0.855,14.2,25.0,65.0,13,338.98,8,15.8106,0.2267,0.2784,0
9,81.14,-0.552,11,1.96,1,58.0,12.9,0,,,73.0,69.0,2,660.49,8,10.1508,0.157,0.1633,1
5,14.95,1.614,11,1.78,1,95.0,19.91,0,,,64.0,45.0,4,187.33,12,4.9622,1.2483,0.1483,1
21,54.07,1.131,11,4.51,1,78.0,99.59,0,,,56.0,76.0,9,189.67,12,12.3908,1.8084,0.3758,1
25,38.21,0.355,14,5.97,0,9.0,0.0,0,,,79.0,67.0,9,228.21,24,11.9537,0.0,0.398,1
19,133.11,0.143,10,1.84,0,17.0,0.0,1,0.752,10.8,48.0,40.0,10,264.89,4,14.6751,0.0,0.1673,0
9,27.29,0.051,10,1.42,0,7.0,0.0,0,,,61.0,84.0,2,478.86,12,7.6964,0.0,0.1291,1
5,20.56,-0.307,9,1.66,0,1.0,0.0,0,,,34.0,75.0,3,88.93,4,5.5022,0.0,0.166,1
17,45.52,-0.674,17,5.11,0,1.0,0.0,0,,,55.0,57.0,8,249.69,4,11.0987,0.0,0.2839,1
14,18.12,0.318,10,10.41,1,53.0,32.77,1,0.848,8.7,16.0,69.0,4,326.1,24,7.9907,1.7139,0.9464,0
8,52.38,-0.299,17,4.02,0,13.0,0.0,1,0.537,20.5,14.0,42.0,8,446.97,8,8.7393,0.0,0.2233,0
9,33.45,0.253,11,2.14,1,77.0,13.56,1,0.84,20.1,24.0,49.0,2,216.04,8,8.15,0.3936,0.1783,0
14,28.59,0.204,8,2.04,0,4.0,0.0,0,,,25.0,95.0,4,111.69,12,9.1733,0.0,0.2267,1
32,71.53,0.673,25,13.26,1,80.0,34.59,0,,,80.0,75.0,0,739.64,12,14.979,0.4769,0.51,1
9,19.66,-0.76,9,0.97,1,39.0,15.11,1,0.933,22.0,26.0,34.0,2,179.77,24,6.9727,0.7314,0.097,0
12,50.57,0.523,7,2.58,0,8.0,0.0,1,0.787,0.4,32.0,74.0,3,841.85,4,10.1134,0.0,0.3225,0
12,30.42,0.42,17,2.23,1,37.0,22.69,0,,,34.0,91.0,4,349.04,24,8.8425,0.7222,0.1239,1
22,72.08,0.599,13,4.15,1,95.0,42.01,1,0.983,17.7,31.0,63.0,5,840.93,8,13.4561,0.5748,0.2964,0
28,118.13,0.055,13,6.59,1,16.0,52.92,0,,,36.0,57.0,6,330.42,52,16.0964,0.4442,0.4707,1
12,29.82,0.399,18,3.41,1,94.0,35.68,1,0.724,11.0,71.0,76.0,3,365.53,52,8.7931,1.1577,0.1795,0
11,63.46,-0.907,3,1.32,1,54.0,22.47,0,,,50.0,57.0,3,168.63,8,10.3522,0.3486,0.33,1
12,46.7,-0.391,11,1.27,0,10.0,0.0,0,,,19.0,28.0,6,137.18,12,9.9134,0.0,0.1058,1
21,14.92,-0.038,20,5.46,1,86.0,24.35,1,0.756,13.7,32.0,98.0,7,125.99,8,8.5547,1.5295,0.26,0
15,105.19,-0.632,7,3.11,1,74.0,14.18,1,0.757,15.4,27.0,47.0,2,968.61,8,12.9348,0.1335,0.3888,0
16,28.09,-0.393,19,8.84,0,14.0,0.0,1,0.833,13.0,42.0,27.0,3,667.49,52,9.549,0.0,0.442,0
16,207.19,0.083,23,6.46,1,27.0,22.87,0,,,63.0,32.0,8,151.52,8,15.125,0.1099,0.2692,1
21,19.13,-0.152,9,2.42,1,75.0,39.6,1,0.809,4.9,43.0,66.0,6,160.35,24,9.28,1.9672,0.242,0
8,22.4,-0.856,10,3.06,1,41.0,9.41,1,0.485,26.0,8.0,6.0,3,78.09,24,6.9273,0.4021,0.2782,0
26,36.83,0.466,13,7.96,1,32.0,25.88,1,0.528,10.1,47.0,74.0,6,1069.81,4,11.9741,0.6841,0.5686,0
10,13.68,0.115,11,5.08,0,7.0,0.0,0,,,81.0,71.0,5,159.45,24,6.4419,0.0,0.4233,1
10,17.68,0.271,16,5.02,1,59.0,35.09,1,0.966,0.1,35.0,45.0,3,599.97,8,7.0197,1.8785,0.2953,0
8,30.22,-0.11,9,2.87,0,5.0,0.0,1,0.772,15.4,38.0,63.0,3,70.04,24,7.5608,0.0,0.287,0
23,64.14,-0.746,13,3.49,0,6.0,0.0,0,,,49.0,25.0,8,528.71,4,13.2733,0.0,0.2493,1
19,58.35,0.647,11,2.26,0,3.0,0.0,0,,,60.0,94.0,3,536.74,52,12.2329,0.0,0.1883,1
9,90.98,1.248,10,1.37,1,46.0,13.47,1,0.798,19.2,46.0,23.0,5,225.38,8,10.4113,0.1464,0.1245,0
18,27.72,-0.95,9,2.61,0,2.0,0.0,1,0.681,50.8,23.0,35.0,2,160.55,4,9.8862,0.0,0.261,0
14,80.71,0.004,13,2.11,1,62.0,12.81,1,0.945,3.1,49.0,69.0,3,54.32,4,11.924,0.1568,0.1507,0
24,70.5,-0.837,24,3.78,0,6.0,0.0,1,0.92,4.1,75.0,93.0,5,198.16,8,13.7436,0.0,0.1512,0
21,62.15,0.474,12,5.42,0,2.0,0.0,1,0.934,5.8,96.0,68.0,8,195.3,12,12.814,0.0,0.4169,0
17,111.49,-0.131,18,6.0,1,81.0,41.61,0,,,40.0,90.0,5,158.05,12,13.6508,0.3699,0.3158,1
12,70.52,-0.287,11,4.0,1,62.0,8.08,1,0.873,2.6,73.0,37.0,3,321.62,24,10.9523,0.113,0.3333,0
9,17.39,0.524,10,1.37,0,7.0,0.0,0,,,84.0,47.0,2,674.18,24,6.7047,0.0,0.1245,1
22,72.7,0.731,15,2.08,0,2.0,0.0,1,0.915,0.0,71.0,89.0,12,684.84,4,13.4826,0.0,0.13,0
17,17.56,1.134,9,3.68,0,1.0,0.0,0,,,71.0,73.0,3,187.34,8,8.4428,0.0,0.368,1
25,45.66,0.712,7,6.89,1,73.0,19.01,1,0.9,8.8,44.0,77.0,5,301.67,24,12.5205,0.4074,0.8612,0
9,45.75,0.844,11,2.77,0,8.0,0.0,1,0.571,56.4,30.0,47.0,7,100.23,24,8.853,0.0,0.2308,0
25,40.97,0.083,18,5.02,0,6.0,0.0,0,,,76.0,23.0,5,499.51,8,12.1754,0.0,0.2642,1
18,47.17,0.324,16,4.27,0,11.0,0.0,1,0.65,12.7,59.0,93.0,6,180.02,8,11.4089,0.0,0.2512,0
27,50.24,0.194,18,2.46,1,84.0,27.69,0,,,17.0,74.0,2,289.46,24,13.1173,0.5404,0.1295,1
15,31.0,1.1,6,2.39,0,2.0,0.0,0,,,27.0,20.0,0,84.89,4,9.6091,0.0,0.3414,1
14,18.11,0.216,13,1.9,0,5.0,0.0,0,,,33.0,66.0,4,143.13,4,7.9893,0.0,0.1357,1
12,10.81,-0.066,6,3.16,0,11.0,0.0,0,,,34.0,52.0,4,173.78,12,6.3327,0.0,0.4514,1
13,45.87,-0.583,12,1.74,1,34.0,27.46,0,,,33.0,77.0,1,208.66,4,10.1535,0.5859,0.1338,1
7,25.21,-0.247,14,1.88,0,16.0,0.0,0,,,79.0,78.0,0,133.82,24,6.7917,0.0,0.1253,1
6,22.29,-0.273,10,1.54,1,31.0,6.19,0,,,8.0,17.0,2,107.27,8,6.1258,0.2658,0.14,1
14,31.34,-0.336,8,4.2,1,70.0,28.62,0,,,71.0,66.0,8,462.78,4,9.414,0.885,0.4667,1
11,21.16,-0.744,19,2.97,1,23.0,17.71,0,,,29.0,53.0,3,101.47,4,7.699,0.7992,0.1485,1
24,24.86,0.734,25,2.0,0,9.0,0.0,0,,,74.0,80.0,10,352.84,52,10.47,0.0,0.0769,1
26,155.69,0.714,19,2.76,1,65.0,107.5,0,,,55.0,84.0,12,317.52,4,16.658,0.6861,0.138,1
17,12.04,-0.051,12,5.24,0,3.0,0.0,1,0.715,1.0,22.0,55.0,6,542.46,24,7.4225,0.0,0.4031,0
10,78.92,0.1,12,1.38,1,55.0,15.58,1,0.809,2.4,38.0,65.0,6,529.85,4,10.5052,0.1949,0.1062,0
7,16.78,-0.003,8,1.02,0,1.0,0.0,1,0.95,10.7,51.0,30.0,3,142.83,4,5.9848,0.0,0.1133,0
31,180.41,0.792,20,1.71,1,52.0,47.02,1,0.535,10.6,32.0,63.0,8,398.05,4,18.0245,0.2592,0.0814,0
9,17.82,-1.106,8,2.13,0,0.0,0.0,0,,,29.0,67.0,2,233.77,8,6.7579,0.0,0.2367,1
8,35.27,0.257,8,1.52,1,89.0,23.67,0,,,26.0,78.0,3,222.91,24,7.8902,0.6526,0.1689,1
15,28.71,0.825,12,3.82,0,5.0,0.0,1,0.648,3.2,34.0,42.0,8,325.31,12,9.4032,0.0,0.2938,0
19,109.2,2.47,19,1.6,0,4.0,0.0,1,0.834,27.8,27.0,46.0,4,627.51,8,14.0868,0.0,0.08,0
9,17.36,0.299,13,3.79,0,6.0,0.0,0,,,39.0,70.0,5,408.92,12,6.7009,0.0,0.2707,1
26,46.43,0.203,18,1.98,1,52.0,52.69,1,0.829,13.8,44.0,84.0,8,757.55,4,12.7195,1.1109,0.1042,0
31,49.98,-0.219,18,3.49,1,61.0,14.7,1,0.762,3.0,82.0,73.0,7,543.27,8,13.6253,0.2883,0.1837,0
18,27.36,0.237,22,6.4,0,11.0,0.0,0,,,77.0,80.0,12,380.68,24,9.8491,0.0,0.2783,1
10,32.38,-1.716,12,2.29,1,92.0,12.55,0,,,53.0,39.0,3,117.37,12,8.4117,0.376,0.1762,1
22,121.74,0.655,19,4.23,1,10.0,32.1,0,,,33.0,41.0,12,1023.56,24,15.0819,0.2615,0.2115,1
5,44.22,-1.093,9,0.63,0,2.0,0.0,0,,,75.0,52.0,1,94.33,8,6.8294,0.0,0.063,1
8,21.89,-0.525,8,2.2,0,12.0,0.0,0,,,43.0,36.0,4,191.55,52,6.8789,0.0,0.2444,1
16,9.76,-0.581,13,2.54,1,38.0,14.97,0,,,69.0,53.0,3,262.55,12,6.7312,1.3913,0.1814,1
15,35.58,0.009,11,4.84,0,8.0,0.0,0,,,26.0,55.0,1,182.67,8,9.9799,0.0,0.4033,1
31,30.72,0.571,16,1.53,1,67.0,28.77,0,,,63.0,94.0,3,157.76,12,11.9809,0.907,0.09,1
10,31.67,0.494,8,1.8,1,76.0,22.86,0,,,55.0,67.0,3,136.2,4,8.3602,0.6997,0.2,1
18,88.23,0.635,16,4.02,1,37.0,18.52,1,0.847,2.9,24.0,72.0,5,295.56,8,13.2241,0.2076,0.2365,0
8,17.37,-0.264,10,4.53,0,1.0,0.0,0,,,30.0,29.0,3,107.81,8,6.3955,0.0,0.4118,1
13,50.78,0.494,14,2.28,1,84.0,13.6,0,,,35.0,81.0,6,345.84,52,10.4164,0.2626,0.152,1
20,113.69,-1.191,13,4.41,1,30.0,23.86,1,0.633,0.9,67.0,49.0,5,482.45,12,14.4378,0.208,0.315,0
11,23.19,0.229,13,1.91,0,1.0,0.0,1,0.607,2.4,45.0,82.0,6,161.19,4,7.9168,0.0,0.1364,0
13,65.54,-0.211,18,1.58,0,4.0,0.0,0,,,46.0,37.0,3,1551.78,4,11.0782,0.0,0.0832,1
9,51.91,0.161,14,5.9,1,62.0,8.61,0,,,47.0,46.0,2,1274.49,24,9.138,0.1627,0.3933,1
25,240.37,-0.143,15,4.2,0,5.0,0.0,1,0.811,12.8,32.0,90.0,11,556.86,24,17.875,0.0,0.2625,0
11,133.95,1.569,8,1.77,1,24.0,23.99,0,,,45.0,59.0,4,858.41,4,12.1882,0.1778,0.1967,1
14,35.49,-0.425,17,1.81,0,3.0,0.0,1,0.722,0.8,68.0,78.0,4,321.43,4,9.741,0.0,0.1006,0
21,84.55,0.495,13,3.97,1,53.0,27.37,1,0.898,19.6,83.0,68.0,6,321.99,8,13.7524,0.3199,0.2836,0
27,129.31,0.904,15,3.99,1,53.0,23.07,1,0.897,0.2,65.0,71.0,11,330.95,24,16.2276,0.177,0.2494,0
20,77.53,0.316,16,2.67,1,48.0,18.37,1,0.824,0.6,22.0,78.0,7,312.15,4,13.2847,0.2339,0.1571,0
22,99.31,1.069,19,2.92,1,37.0,10.1,0,,,81.0,57.0,6,93.31,4,14.4492,0.1007,0.146,1
14,81.4,0.803,7,1.76,0,7.0,0.0,0,,,28.0,61.0,3,85.71,52,11.9468,0.0,0.22,1
31,43.64,1.773,18,4.81,0,1.0,0.0,0,,,56.0,79.0,12,303.16,12,13.165,0.0,0.2532,1
15,40.11,0.084,13,2.26,0,9.0,0.0,1,0.802,15.5,76.0,49.0,4,239.26,12,10.3036,0.0,0.1614,0
7,15.04,-1.762,14,1.22,0,7.0,0.0,0,,,24.0,35.0,1,317.68,12,5.7706,0.0,0.0813,1
24,96.03,1.263,21,4.69,0,19.0,0.0,0,,,70.0,35.0,10,352.29,52,14.7264,0.0,0.2132,1
8,54.38,-0.326,13,2.38,1,79.0,15.63,1,0.932,53.1,64.0,81.0,0,340.13,8,8.8201,0.2822,0.17,0
40,51.51,0.914,16,4.03,0,0.0,0.0,1,0.697,10.5,78.0,41.0,12,313.7,8,14.7095,0.0,0.2371,0
7,23.98,-1.0,7,0.49,1,74.0,21.15,0,,,39.0,65.0,4,230.28,4,6.6918,0.8467,0.0612,1
12,116.08,0.013,10,1.04,0,8.0,0.0,1,0.92,14.2,61.0,82.0,1,559.62,12,12.2165,0.0,0.0945,0
10,32.51,-0.985,4,2.1,0,14.0,0.0,0,,,47.0,64.0,4,236.59,8,8.421,0.0,0.42,1
15,39.75,-1.04,11,3.4,0,3.0,0.0,0,,,27.0,62.0,1,188.43,8,10.2793,0.0,0.2833,1
7,41.3,-1.665,17,2.56,1,41.0,12.4,0,,,18.0,64.0,5,158.1,8,7.7871,0.2931,0.1422,1
36,43.58,0.799,19,5.24,1,78.0,40.16,0,,,33.0,88.0,8,1046.24,12,13.7117,0.9009,0.262,1
14,55.98,-0.616,11,1.01,0,3.0,0.0,1,0.658,17.8,34.0,54.0,6,113.62,4,10.9478,0.0,0.0842,0
6,47.11,-0.555,9,1.53,1,98.0,11.97,1,0.859,7.9,56.0,81.0,4,181.24,4,7.5375,0.2488,0.153,0
12,52.31,-0.516,17,3.28,0,5.0,0.0,1,0.867,9.4,59.0,28.0,3,473.97,8,10.1986,0.0,0.1822,0
16,31.51,0.068,21,3.85,1,77.0,19.66,1,0.667,8.1,22.0,69.0,5,485.84,12,9.864,0.6047,0.175,0
12,32.33,-0.352,5,2.81,0,8.0,0.0,0,,,61.0,40.0,0,132.38,8,8.9939,0.0,0.4683,1
12,19.05,-0.403,14,3.86,0,11.0,0.0,1,0.669,18.7,36.0,61.0,4,636.83,4,7.6903,0.0,0.2573,0
29,149.63,-0.014,16,3.82,1,61.0,27.17,1,0.751,24.5,42.0,46.0,8,204.54,4,17.0564,0.1804,0.2247,0
13,29.47,-0.813,9,1.44,1,51.0,25.34,0,,,34.0,88.0,2,244.62,8,9.017,0.8316,0.144,1
8,10.34,-0.811,7,1.54,0,2.0,0.0,0,,,53.0,45.0,2,196.03,52,5.3356,0.0,0.1925,1
18,34.86,0.12,11,4.71,1,73.0,22.41,0,,,70.0,91.0,3,154.65,4,10.54,0.6249,0.3925,1
23,61.68,-1.109,18,5.99,0,12.0,0.0,0,,,34.0,21.0,5,226.36,24,13.1509,0.0,0.3153,1
30,58.84,0.674,10,2.75,0,3.0,0.0,0,,,84.0,73.0,8,1124.77,4,14.0508,0.0,0.25,1
27,41.98,0.677,22,3.48,1,50.0,99.43,0,,,60.0,48.0,10,830.9,8,12.5315,2.3134,0.1513,1
22,98.11,-0.273,13,2.68,1,77.0,22.08,0,,,75.0,44.0,1,470.74,8,14.4115,0.2228,0.1914,1
21,73.22,-0.323,10,1.4,1,77.0,31.81,1,0.733,0.2,92.0,69.0,8,161.76,8,13.3132,0.4286,0.1273,0
8,26.01,-0.595,7,3.61,0,10.0,0.0,1,0.517,5.9,53.0,55.0,2,402.91,12,7.2425,0.0,0.4512,0
25,53.97,0.221,18,2.44,1,73.0,34.32,1,0.677,6.7,19.0,52.0,6,149.65,12,13.0545,0.6243,0.1284,0
25,67.26,0.365,16,3.46,0,2.0,0.0,1,0.565,7.6,75.0,46.0,11,219.33,8,13.76,0.0,0.2035,0
8,43.54,-1.662,6,1.93,0,2.0,0.0,1,0.917,2.9,87.0,62.0,3,247.85,24,8.3415,0.0,0.2757,0
9,13.89,-0.517,6,1.35,1,61.0,10.97,0,,,69.0,94.0,0,499.55,4,6.2186,0.7367,0.1929,1
8,27.62,-1.176,13,1.99,0,11.0,0.0,0,,,41.0,67.0,2,398.76,24,7.3697,0.0,0.1421,1
24,90.01,-0.09,12,3.3,0,1.0,0.0,1,0.493,14.3,53.0,41.0,3,189.51,8,14.5203,0.0,0.2538,0
15,93.85,0.823,11,2.86,0,6.0,0.0,1,0.896,1.0,49.0,23.0,8,167.67,4,12.6216,0.0,0.2383,0
13,105.04,-0.057,12,6.81,1,47.0,25.87,0,,,74.0,60.0,6,329.89,8,12.3081,0.244,0.5238,1
28,141.88,0.179,16,3.49,0,2.0,0.0,1,0.648,11.4,33.0,87.0,7,98.5,8,16.7085,0.0,0.2053,0
35,22.68,0.61,19,2.82,1,62.0,44.9,0,,,83.0,30.0,9,150.65,12,11.3405,1.8961,0.141,1
13,17.83,0.315,14,1.38,0,5.0,0.0,1,0.906,5.2,70.0,22.0,4,370.85,12,7.7468,0.0,0.092,0
10,30.08,0.387,9,0.95,1,44.0,22.18,1,0.807,0.3,37.0,81.0,3,77.09,8,8.2405,0.7136,0.095,0
12,33.06,-0.296,8,1.58,0,1.0,0.0,0,,,58.0,74.0,3,85.36,12,9.0495,0.0,0.1756,1
12,72.46,-0.732,19,3.06,0,1.0,0.0,0,,,90.0,52.0,5,109.02,4,11.0209,0.0,0.153,1
12,68.04,-0.906,18,3.47,0,0.0,0.0,1,0.462,6.5,56.0,55.0,3,1557.45,8,10.8618,0.0,0.1826,0
18,30.45,0.771,21,2.81,0,8.0,0.0,0,,,46.0,65.0,6,325.28,8,10.1536,0.0,0.1277,1
19,99.96,-0.27,15,2.28,0,3.0,0.0,0,,,42.0,80.0,10,277.56,8,13.8245,0.0,0.1425,1
34,19.53,1.883,25,5.49,0,15.0,0.0,0,,,46.0,65.0,6,639.57,8,10.7439,0.0,0.2112,1
19,72.4,-0.301,16,0.93,0,19.0,0.0,0,,,58.0,62.0,4,186.21,12,12.8694,0.0,0.0547,1
4,51.26,0.674,9,2.47,0,13.0,0.0,0,,,31.0,71.0,1,97.51,12,6.3673,0.0,0.247,1
12,54.09,-1.289,12,2.16,0,12.0,0.0,0,,,39.0,76.0,2,60.97,4,10.2828,0.0,0.1662,1
12,126.06,0.693,5,4.02,0,1.0,0.0,0,,,91.0,73.0,4,1081.74,8,12.4263,0.0,0.67,1
13,11.84,-0.586,22,5.35,1,81.0,16.3,1,0.885,4.1,65.0,31.0,3,175.02,12,6.7364,1.2695,0.2326,0
28,82.36,0.942,19,1.7,1,54.0,16.13,1,0.801,4.6,79.0,75.0,5,958.91,24,14.8941,0.1935,0.085,0
18,72.02,-1.084,16,1.34,0,12.0,0.0,0,,,49.0,46.0,2,1082.13,4,12.6338,0.0,0.0788,1
9,7.74,-0.47,15,4.02,1,58.0,12.07,0,,,54.0,81.0,5,229.81,24,4.9918,1.381,0.2512,1
24,101.58,0.72,15,1.9,0,2.0,0.0,0,,,12.0,75.0,9,320.26,4,14.9055,0.0,0.1188,1
10,53.53,-0.601,12,4.03,1,76.0,19.6,0,,,75.0,60.0,7,959.32,8,9.5886,0.3594,0.31,1
18,49.2,-0.921,14,5.54,0,1.0,0.0,0,,,86.0,47.0,5,116.71,8,11.5305,0.0,0.3693,1
16,80.81,0.391,14,2.12,1,87.0,23.97,0,,,53.0,34.0,3,710.13,8,12.4786,0.293,0.1413,1
21,209.14,0.09,20,5.83,0,3.0,0.0,0,,,76.0,91.0,4,1296.34,8,16.5302,0.0,0.2776,1
17,36.85,0.237,21,1.43,0,4.0,0.0,0,,,26.0,47.0,4,365.83,4,10.5025,0.0,0.065,1
6,44.24,1.041,10,1.4,0,15.0,0.0,0,,,88.0,65.0,2,410.12,4,7.4178,0.0,0.1273,1
20,65.82,1.704,20,9.66,0,1.0,0.0,0,,,34.0,62.0,10,534.04,4,12.7931,0.0,0.46,1
18,65.73,0.771,13,2.69,1,64.0,19.63,1,0.937,4.1,12.0,78.0,6,337.34,12,12.3686,0.2942,0.1921,0
23,59.52,0.792,13,8.26,0,6.0,0.0,0,,,71.0,35.0,6,417.82,12,13.0395,0.0,0.59,1
22,65.69,0.487,11,5.41,0,9.0,0.0,0,,,52.0,25.0,10,316.12,52,13.1692,0.0,0.4508,1
31,150.16,0.398,19,2.59,1,84.0,54.09,1,0.692,0.8,63.0,72.0,8,260.63,8,17.3922,0.3578,0.1295,0
19,46.21,0.011,14,3.73,1,72.0,20.94,1,0.852,1.1,50.0,33.0,3,567.41,8,11.5474,0.4436,0.2487,0
8,23.77,0.883,14,1.14,0,5.0,0.0,0,,,58.0,57.0,3,495.11,12,7.0523,0.0,0.076,1
22,46.81,0.782,14,3.24,0,5.0,0.0,1,0.724,5.2,33.0,87.0,6,284.79,4,12.1257,0.0,0.216,0
25,46.66,0.624,15,1.91,0,4.0,0.0,1,0.861,6.4,53.0,55.0,8,1059.28,52,12.5896,0.0,0.1194,0
8,28.7,-0.985,5,1.4,1,55.0,10.52,1,0.886,21.2,70.0,31.0,3,853.1,8,7.4511,0.3542,0.2333,0
28,43.64,-0.688,18,3.64,1,54.0,26.11,1,0.921,2.8,72.0,72.0,11,511.64,8,12.7911,0.5849,0.1916,0
29,150.49,0.738,23,3.5,1,47.0,60.13,0,,,60.0,65.0,8,406.23,4,17.0758,0.3969,0.1458,1
12,39.38,0.248,16,1.83,1,60.0,25.71,1,0.784,5.4,59.0,30.0,3,58.41,12,9.486,0.6367,0.1076,0
10,27.7,-0.425,6,0.71,0,2.0,0.0,1,0.515,25.4,73.0,71.0,2,199.03,8,8.0495,0.0,0.1014,0
19,61.08,0.336,17,2.59,1,59.0,37.12,0,,,11.0,72.0,2,564.52,24,12.3677,0.5979,0.1439,1
13,32.6,0.721,15,1.74,1,20.0,34.55,0,,,39.0,78.0,6,396.95,4,9.275,1.0283,0.1088,1
14,26.17,-0.996,13,3.04,0,4.0,0.0,0,,,54.0,42.0,3,247.96,12,8.9423,0.0,0.2171,1
8,24.73,-0.413,6,1.26,0,6.0,0.0,0,,,41.0,64.0,3,230.45,8,7.1358,0.0,0.18,1
15,22.74,-0.364,16,3.46,1,18.0,15.02,0,,,29.0,33.0,4,458.98,4,8.7812,0.6327,0.2035,1
14,82.45,0.301,14,2.07,0,3.0,0.0,0,,,29.0,26.0,3,158.18,12,11.9811,0.0,0.138,1
14,103.1,-0.181,17,4.13,1,28.0,33.53,1,0.861,6.1,54.0,93.0,2,411.03,8,12.5798,0.3221,0.2294,0
7,77.25,-0.101,9,2.2,0,14.0,0.0,1,0.84,22.3,38.0,52.0,1,105.59,24,9.0662,0.0,0.22,0
12,22.5,0.016,14,1.41,0,5.0,0.0,1,0.72,5.5,56.0,72.0,5,152.77,8,8.0975,0.0,0.094,0
23,106.49,1.505,12,5.65,0,10.0,0.0,0,,,82.0,73.0,9,283.06,24,14.865,0.0,0.4346,1
24,27.45,0.8,24,8.73,1,65.0,28.2,0,,,44.0,46.0,3,183.24,24,10.7773,0.9912,0.3492,1
4,44.94,-0.548,9,1.94,1,73.0,18.7,0,,,18.0,8.0,1,167.55,8,6.1599,0.4071,0.194,1
25,87.74,-0.276,25,1.91,0,2.0,0.0,1,0.884,2.3,64.0,39.0,4,159.81,8,14.6149,0.0,0.0735,0
8,55.0,0.497,19,5.51,0,2.0,0.0,1,0.64,2.7,37.0,59.0,10,986.23,24,8.8446,0.0,0.2755,0
11,36.44,-0.617,17,6.04,0,5.0,0.0,0,,,53.0,72.0,7,207.12,12,9.0022,0.0,0.3356,1
18,24.43,0.308,4,1.79,1,65.0,9.96,1,0.914,28.4,16.0,54.0,2,176.83,8,9.528,0.3917,0.358,0
15,40.87,-0.489,13,1.1,0,7.0,0.0,1,0.773,4.4,35.0,56.0,5,237.89,12,10.3544,0.0,0.0786,0
16,68.67,-0.838,9,2.65,0,1.0,0.0,0,,,49.0,26.0,4,117.53,4,12.0235,0.0,0.265,1
12,27.19,0.102,15,2.41,0,3.0,0.0,0,,,58.0,35.0,6,188.29,4,8.5643,0.0,0.1506,1
15,41.43,-0.415,12,4.38,0,9.0,0.0,0,,,27.0,25.0,5,130.99,12,10.3913,0.0,0.3369,1
14,42.15,0.049,13,2.46,0,11.0,0.0,0,,,44.0,52.0,6,148.48,24,10.1949,0.0,0.1757,1
11,88.89,-0.347,11,2.95,0,4.0,0.0,0,,,40.0,74.0,5,1527.1,24,11.1786,0.0,0.2458,1
7,46.83,0.809,8,2.79,1,54.0,12.68,1,0.737,7.9,71.0,59.0,5,294.55,4,8.0426,0.2651,0.31,0
20,87.52,0.156,16,2.69,1,69.0,68.81,0,,,45.0,60.0,3,154.63,8,13.6493,0.7773,0.1582,1
19,47.59,-1.008,16,3.29,0,4.0,0.0,1,0.871,2.6,49.0,58.0,10,268.29,4,11.6337,0.0,0.1935,0
15,139.74,-0.137,21,3.99,1,97.0,29.77,1,0.535,0.2,36.0,45.0,10,601.23,4,13.7158,0.2115,0.1814,0
13,61.03,-1.095,6,1.67,1,59.0,17.04,1,0.718,27.0,57.0,19.0,4,332.05,4,10.893,0.2747,0.2386,0
10,77.98,-0.269,7,4.5,0,2.0,0.0,1,0.734,19.5,38.0,27.0,9,637.87,4,10.4769,0.0,0.5625,0
11,18.18,-0.176,9,5.44,1,99.0,27.28,0,,,78.0,62.0,6,85.33,4,7.3401,1.4223,0.544,1
9,28.94,0.348,7,1.34,1,17.0,22.56,1,0.567,13.1,45.0,64.0,4,205.98,8,7.8269,0.7535,0.1675,0
9,56.04,-0.252,11,1.74,0,11.0,0.0,1,0.933,13.8,35.0,92.0,1,64.3,8,9.3111,0.0,0.145,0
